target,text
0,ugh.  i sent that magic tweet at 10:30 and it showed up like 5 minutes ago 
0,"omfg  another night of 10 hours of shitty, depressing tv at work. wtf? how come the morm ops manager watches the ugliest shows?"
0,"@bizymare That does sound good.  We BBQ'd tonight, but now it's back to working on the den/nursery.  I'll get a night by the fire, someday"
0,"@johnnatn How cool! My tape with the PPVs is no where to be found.  Hopefully, they'll release more stuff on DVD."
0,@defyingaxioms are you talking about your mom?  wish I could be there for you.
0, Ipressed enter on accident! Boorrred*
0,Just not the fight 
0,its like 5.15am and am still awake! i really need someone to talk to and help me through this rough time 
0,@mileycyrus what's wrong? 
0,"Wondering why tweets show up way later than when I post them as I did not intend for my Avail post to show up after Amber's, my bad "
0,Does twitted automatically delete DM's after a certain amount of time? Bc I'm missing some of mine 
0,Is feeling like she has a fever and has the chills   
0,@mileycyrus What's wrong? 
0,"Sad to get a text on my newly returned phone telling me that Shores Restaurant, our fab wedding venue, is closing down!!  Love that place."
0,I have a terrible headache. 
0,ugh out in time to party and no one to play with  *katie*
0,Jessicaveronica: I dont want to leave home 
0,I do not like the cone of shame 
0,I just ruined my @beck poster from the Sea Change tour in 2003      My heart is breaking.
0,@kateloon Why are you hurt? 
0,great i wasnt watchin my account and overdrew the account shoot gotta transfer funds lol 
0,@pbfundamental  I used to go with some friends who were affiliated with the bowl - our car was first in and first out.  Never happen gain 
0,Soo nervious!! I end up in hospital!!! 
0,soccer was cancelled 
0,Not feeling so good! 
0,Lmao why the hell  is will.I.am in xmen wolverine??? I wish I didn't get the leak version I see strings and unfinished effects 
0,Sad faces to the CAVS  Maybe next time but until then...
0,all i want for xmas is some food to last me a whole yeeaar 
0,time to watch another movie to get it out of my head - I keep seeing that old woman everywhere! lol... 
0,Ate WAY too much watermelon... I think that there's less to this than I thought. So I'm pathetic once again 
0,@ellixian I LOVED the show! And all of them are so adorable. I told Beth after that I was sad my 1st time seeing the show was her last. 
0,sad about cavs game 
0,Hip hurts so bad tonight 
0,"you went like a candle. so full of life, next minute you were dead. "
0,is not feeling good...good night 
0,going for another week... 
0,We are playing a show in 30 mins. There are literally 2 ppl in the bar.... 
0,Just listening to Up's music makes me want to curl up and cry. 
0,I just wanna be left alone 
0,"Made it to the studio, but could not work on my metalsmithing designs because there was a class going on! Have to wait till next weekend "
0,@mileycyrus awh hope you feel better  please dont cry
0,@Milkman311 So? Its a figure of speech. I cry when you don't text me back 
0,@jonas_twilight3 HAHA my mom dont let me have a pet :/ she doesnt like animals  in house
0,"@pimpjuic3  I'm very sorry, Daph"
0,@MaybelleOpaon--I still &lt;3 him too 
0,@KelsLovesNkotb  something weird with twitter tonight I guess.  
0,"I'm very disappointed tonight, the movie 'Drag Me To Hell' was terrible. Plus I had high-hopes that it will be great. "
0,RIP Lebron vs. Kobe puppet commercials...you're forever in my heart  *one lonely tear*
0,TRYYYYING to find a way to see david in sandiego 
0,@Stu_D0gg i aint got no passport yet... lmao . ahora! i hope u aint got no accent? i will LAUGH! im sorry 
0,I'm writing an essay insead of going to the coffee and choc festival 
0,"Omg,this hayfever is killing me!! "
0,"@smashedthehomie If it's a song that gets played regularly on the radio, you can probably count on me to be totally clueless about it "
0,i'm very sad to have to leave my house  cant i just have it in a slightly smaller version?
0,"@mimchan I know how you feel, I'm dying here I havnt been sick in like forever now I'm stuck in bed "
0,"@PrinceDC Umm, no I havn't talked to her "
0,Ugh ugh ugh no classic crime or owl city 
0,@_theebombshell that movie got a tear outta me yo i cant even front..lol...i love my mommy..missin her now sum serious 
0,@haileyface I wish jesse was still their vocalist 
0,This is the worst Summer ever 
0,@mileycyrus Miley don't cry you cry I cry  All you need IS love everyone should no that. &lt;3 ya xxx
0,just tried to make some jewelry out of shotgun shells and broke my hole puncher 
0, i just had a bug crawling on my leg. it scared me. but now its in a water bottle i found on my floor. hopefully it doesnt find a way out!
0,those old memories. And ahh...  dang FIRST TIME again. I'm about to throw my stupid ipod. This song messes me up....  i want to cry ev ...
0,@alex_roy Paolo's not coming tomorrow 
0,Summer kick off with suite freedom tonight? Eh.. Still shaken from that dream 
0,Trying to catch up on sleep but the friggin' support phone keeps ringing! 
0,Cancel trip to atlanta   we are heading towards albany  ily &lt;('-')&gt;
0,@LittleTomato I have no cupcakes 
0,@Kimmymiklos Yea I was waiting on you to say somethin about that. Unfortunately I was too busy to attend the concert 
0,Going back to the middle of nowhere 
0,it's so disappointing when your friend backs out last minute. not inviting him ever again! 
0,@wordlesschorus sober tweet.  
0,@vanjaaa aww  lolz I wish I did now! Ohmyy yes! When is it??
0,so i feel like death with itchy burnt skin  i need someone to cuddle
0,"@mileycyrus &quot;sex, drugs and rock'n' roll&quot; that's what happened.  I know the feeling."
0,Proud of my little man. He started jumping in the pool by himself today. Hes getting so big 
0,@rickcrockett INTENSE. That's almost creepy. But maybe we should use that instead of WWJD.  I'm doing one semesters worth of homework 
0,@DWsRoseC they took another message  in ur words.....BOOOOOOO HISSSS
0,So upset I can't make it to the softball game at noon bc of a stupid info 410 project 
0,updating everything seeming as i wont be on a computer for a long time 
0,"@dungkal: we all live in The Matrix called &quot;The Window$-centric world&quot;, sad but true "
0,"@dan_mcweeney No Twitter account and not knowing why, that makes one feel really powerless and small. "
0,@renaywashere r u?? I'm not. I'm tryina be tho  not really tho cuz I'm driving.
0,"@HOMSshop I wanna but an Aubrella black hoodie, but there is only size XL "
0,"It's Saturday, why am I not out?  ugh. Being far away sucks."
0,http://twitpic.com/6bbmb - had to evacuate due to a false fire alarm. This is the third time since I moved in here! 
0,missing my family 
0,@benuie5 wats up i agree its all good 
0,"another night of a bad headache, now with a fever  what the junk?"
0,"@fentonslee oh man, I'm so sorry about that  that is scary. But so glad you're doing better!"
0,"So tired it's scary  Productive night sessions lately, though. 41 hours left to delivery :o http://bit.ly/mhbwl"
0,"When I haven't been on the internet in a while, I feel like I get behind on what is going on in the world. I hate that feeling "
0,is back in Cebu... i didnt even catch my mom in Manila.  http://plurk.com/p/xb9my
0,@WhitneyEileen Pretty sure I miss you TONS already! 
0,Finally good music. No one to dance with 
0,@ames43 settle down you. Gym was closed 
0,@brinckey7 thanx  he cried on my shoulder 4 an hour then he fell asleep 
0,Robert is mad at me 
0,i miss my ipod. 
0,@Popcorn78 haha you should be lol it was fun BUT we lost 
0,@Lulu0310 I miss you too. I really hope to see you before I leave 
0,@Rome_Zoe seems like I'm becoming a regular at it too-uuuuugh! Sometimes its cool but other times its just a tad bit pathetic 
0,@mileycyrus i'm wondering the same 
0,"@moderncowboy yeah I wish man, tried to get the invite, but still nothing. "
0,Kinda wishes she stayed back so they dogs wouldn't be alone all day and night 
0,@DaphBrog - mine are triggered by a number of things... but I forgot to take my Imitrex too 
0,Guess not this year Wenches. 
0,If only  Walt and Michael's story had a happy ending  http://bit.ly/15RpBE
0,My ice tastes weird 
0,@RobPattzNews Dangit. I wanted to see Kris.  Thanks for the info!
0,@JenWojcik - thank you!! Could be worse tho... got one that started right before my panel at SOBCon this year.  ((hug))
0,phone funked again. Some keys close browser  
0,"Oh, Charlie Charlie Charlie... another unhappy ending  http://bit.ly/exQUi"
0,@jbmorgan Colbie is set on assassinating Honey and Buns before the summer ends.Poor guys.Now I make them sit in the dark closet all day 
0,I am going to bed now . However my kids are too loud in the livingroom! 
0,Apparently Dell us killing the mini9. Which is too bad as I was thinking of getting one. 
0,@lioness823 you're going to unfollow me?  i'll change! ;)
0,Gus is whining and crying. I hate having to leave him in his crate when I know he isn't feeling well. 
0,"@melissa_d can you try to upload a pic for me? please, i dont get why its not working "
0,Thre end of the nfight  iughhh fuckkkkk thissssssss http://twitpic.com/6bbyj
0,@jalynne can't put them to bed because we have to pick jwatz and makrose up @ 1030. #onecar 
0,@LilianeBianca aaahhhh!!!! i'm mad that i missed it!  
0,I want to go HOME. I'm sick of working with these guys. 
0,@seanford i am i lyin here cryin its a Sat nite  by myself like a loser
0,"I wish we were all Heaven in Lubbock, instead were at Grahams in Odessa.... Yeah, I feel blacker already! "
0,My last night in the city that never sleeps 
0,shuldve been on coventryy. 
0,"@whyohyou Awww, Nilly. :/ I'm sorry, hun.  &lt;333 Not much of a consolation, I know, but still. -hugs-"
0,watchin COMING 2 AMERICA..this ol ass movie..lol its funny tho!! I guess i can get away from HELL 1 day!! Hopefully 
0,I'm all stuffed up  But I'm so proud of @thebenjammin and am excited to see him this coming week!
0,i am sick as a dog... 
0,Is having one of those days 
0,@JohnnyDrama28 nothing im just stabbing myself in the heart just not having a good last hour thats all 
0,Fuck. Someone on the next table is wearing Georgio perfume I think. Ruining the taste of my food and wine 
0,Oh what! Cronulla food and wine fair was cancelled 
0,I Wanna get one of those shirts that says &quot;TWITTER WHORE&quot; on it 
0,@BrewskieButt Thank you Brewster 
0,People so fake on  here 
0,@LadyK211 BTW i didn't get the new update on my phone yet.  
0,i hate it  bubbye iph0ne
0,oucch I just wore my new dancing shoes to break them in &amp; my feet hurt! blisters 
0,@hcsfchick really?  that sucks. how much are they? 
0,is jealous of Desi seeinf fireworks. 
0,"Long, long day.  Ready for my day off...which isn't until Monday "
0,@imthe1st1 I WAS TOO.. 
0,@iVimto no they didn't 
0,wow. maybe writing wasn't a good idea 
0,I wish everyone had a PS3  I want my Xbox back !
0,Is upset my picture will NOT work! 
0,@austinsaylor Yeah it is unfortunately  Thanks though!
0,Anybody know where the Jet City/Bellingham Roller Betties afterparty is? My class ran late and i couldn't get to the bout 
0,why is my name dialated diatom ?  that's not amazing
0,can't you just understand that I need to be loved and not hurt 
0,Should be able to board my bus in 5mins...its sitting next to me but no driver yet 
0,cant upload pictures on facebook . . .   what a bitchhhh  
0,Dear cavs. Please stop sucking. Im about to cry here 
0,Wish I were in orlando 
0,"@lorenita327 no i had too much work to do  next time, next time... 2 weeks baby "
0,@ClairessaAnn God. Im kind of mad...  why...why?
0,I tried to make a bubble tweet but it was too long  http://bit.ly/ey3o7
0,"@xgracestackx I wouldn't be able to handle that, I was just sitting there and I nearly collapsed "
0,"another night of racing, another terrible outing....... 1rst to 6th in about 40 feet! "
0,aww the movie just finished   ... it was pretty funny!
0,@JessicaRMurray yo I am calling you.   JESS PICK UP !
0,Such a long day calls for a long rest right...nope just calls for tomorrow to be just like it!!! 
0,@terbear59 they didn't  #pushingdaisies
0,@lordotic Why would you lie like that? 
0,"went to the vet again for more antibiotic shots..we saw a german shep being operated on  ,bitten by another dog.get well shep!"
0,mines in december... 
0,"@tobi319 aww man!    thanks, haha."
0,Heading to bed. Tomorrow I've got to do grad class reading &amp; work on the yearbook from home. It's gotta be a &quot;work day&quot; not a &quot;slack day&quot; 
0,"is in jackson, living it up before i have to go home "
0,here at sixx w the ex lol... missing my boo.. 
0,@Tatiana_K they weren't what I hoped they would be either girlie 
0,http://twitpic.com/6bcgq - I had an amazing day with this people today...I'm gonna miss you so much this 2 months  BFF's 4 Ever lol
0,@BendyyStrawz im going to see dylan this week i think...im pretty sure..but we cant see hm:tm--its out of theaters 
0,"Bad kidney, no hurty. "
0,"wisdom teeth surgery = nausea and pain, plus no solid food or human contact for a couple weeks "
0,@jordanknight nooo!! Jay don't leave us 
0,@mileycyrus i really really really miss my brother too  but mines not in japan haha.
0,@mileycyrus im sorry. I miss it when my brother leaves too 
0,"BAAAAH. I tried uploading a new pic, and now nothing's showing up. "
0,@jayschaub  he's what the streets been missing
0,and my charger is at my fathers house! so no phone till 2morrow nite 
0,@pam_rosengren  for the #IRLbabyfailwhale (http://tinyurl.com/nupxas)
0,@dollydolful how? who gave you? I want too! D: btw I haven't sent my hw to you! 
0,fuck why don't you all live closer 
0,I wish Pixar would just release the Up montage at the beginning of the film by itself. It's just so damn good. 
0,Is thinking that it SUCKS that the Cavs lost  booooo!!!!
0,"Can't get my profile pic to save. Waiting for Twitter Help Desk to assist, but looks like their hands are full today with outages. "
0,"is at home, now has to get ready for the presets. farrout "
0,Watched the 3rd ep of original  BBC &quot;Brideshead Revisited&quot; miniseries. Fascinating 2 see young Jeremy Irons smile!  Missing grammers 
0,@jASH_mjBs I hope so!  I want smiley faces and on screen keyboards!
0,My daughters and I have really bad allergies! I think I'm gonna die! 
0,I don't like it so much when burglars break into my home 
0,watching snl but crappy signal         @mandyyjirouxx looks exactly like @ashsimpsonwentz to me
0,"@LaurenIrwin i don't know what you're talking about...   what's all funny, and which is your favorite?"
0,"Had a bummer of a day. Pens, Lebron and the Giants all lost.  At least Andy Roddick is still alive in the French O!"
0,Finally home 
0,Threeee bug bites 
0,Still watching south of nowhere. On the 3rd season. Watching these reminds me how pissed I am they canceled it  I love this show.
0,"im missing her more and mooore.  -Today was hella fun. Guard thing, rolling down them hills, pictures, and more. Best believe."
0,"is in Alhambra, waiting to go home. No fun/good times tonight "
0,@miss_hazy Bahaha travel insurance. That's awesome. Poor Robin needs to get better 
0,hmm looks like I didnt snatch an otakon table by myself...   i hope someone keeps their promise though. it would really suck if he doesnt
0,@mileycyrus someone is in this chat room pretending to be u  http://bit.ly/T03Zp
0,@Neurario Stop feeding their addiction to stupidity! Could you email me a list of the plugins on ï¿½p? Lost the old one 
0,"Feeling super crappy, but at least I'm with my boyy. Ughhhh... "
0,"@glossmenagerie aww, why can't you? "
0,i want to go to bed but never can sleep 
0,i dont feel well...think I ate some bad chinese food 
0,"ya, u' right, u a bastard "
0,@mileycyrus I know how you feel  so do I
0,misses her girl heather 
0,Supposed to be homeworking....but really can't be bothered  Truth of the world- Evermore
0,@rachaelmonet ...me too 
0,Elese go home now. I miss her. 
0,@sew_cute I can't get in 
0,how can it be that my own 2 long time bffs dont want to be mine anymore and still get the girl/guy? its not fair 
0,@asolomon15 haha forgot had a lobster tail too ahhhh I love seafood 
0,@fleurydelis i do that every weekday  it blows
0,glitched amazon. Order will only show on the comp it was made on 
0,I'm still faceless.  Almost got kicked out bcz friends too off shirts (it was so hot in there) and you can't be shirtless in the place.O_O
0,ill I don't talk about other people but this girl looks very dirty. I thank a sad face is at hand  why why though not 4 girls.....
0,@LMFAONEWS are in Toronto...what the fuck. HOW did I NOT know about this?!?!?! 
0,Borrowed correct CSI DVDs and watched the eps that had Liev Schreiber in them. His character was rather heartbreaking. 
0,"back home ,,had great time miss you nedo "
0,@clairelouise2 wow that's very low exposure to breastmilk  I don't get why ppl dont use their common sense! 
0,I miss you efe and I cant wait till you come back. America is boring without you  around... 
0,"He says he'll call back, he never does. He says he loves you, but he doesn't. I guess i'm just too young to play with love "
0,@aneehan yeahhhhhh I want some band shirts from there soooooooooo badly 
0,"wants to sleep, watching The View (Old ones on my DVR) GAYY. New day tomorrow. Cant wait for Georgia!! Arrested last night   So overrated"
0,has come to realize that she is never going to get married and die alone    
0,having trouble sleeping again 
0,Awww I just found out the Cavs lost  ...yeaa I kno im madd late but stillll.....
0,Time for sleep. Maybe Claire will let me sleep in tomorrow. I miss Amory. 
0,i realllllyyy want to go to vancouver tomorrow... 
0,Goodnight! 
0,@tommcfly stop rubbing it in 
0,what a great night! minus the pen's loss  oh welllll we'll be ready game 2!!!
0,"Sitting up in bed watching TV, can't sleep "
0,WAS very upset over united lost on the final 
0,I just saw Drag me to hell and now I'm scared.  and grossed out it was pretty disgusting.
0,im not going to make it out tonight my daughters temp hasnt went down dnt feel comfortable leaving her  i really was wantn to tho
0,@ChrisOnAir   I was just there and I didn't hear anything. It's a still screen 
0,"I &lt;3 Patricia, even though she's mad at me.  Hope you feel better darlin........... "
0,"Poor mom  I hate it when she's sick,but i love being able to take care of her"
0,Missing the greenery of bukit timah...  why are there so few trees in my estate to block the harsh rays of the sun?
0,@saamantha you left. 
0,gained 3 pounds 
0,@JonathanRKnight Have you seen this Video already ?? http://bit.ly/m04Hw   I`m still waiting for an answer... 
0,I think my puppy has allergies 
0,stop it  I need you  Don't leave me  help me 
0,Off to sleep cause im bored! i miss my ipod 
0,Just sad.  cavs 
0,@stephenroller broke the ribbon cable connector 
0,@kayakchick The same can not be said for my Hens 
0,"@Slave2beauty well if you want it in person, they have stuff at the lego store at downtown disney but otherwise i've only seen it online "
0,"@fruityalexia At work, waiting for delayed telecast of the footy to start "
0,"Just got home,nothin to do "
0,Time to clean my room 
0,"@JonathanRKnight I`m so sad, that you didn`t answerd up to now  Please give me a sign (DM) if you have seen this video and my question..."
0,@sechegaray I totally agree with that... And the math stuff is even harder for me so some girls are just impossible 
0,@anahumphrey BUT WHAT WAS IT? i want to know 
0,And. . . It's over 
0,@forillas they have awesome pizza but they stopped making my favorite salad. 
0,really bad night.  &amp; pictures came out bad...rereading the manual.
0,just got home from thenababes casa. i hate going home early!  now i'm waiting for my mom to get ready &amp; goin' to wal-mart lataaah.
0,@JasonTrenton It is a bummer Susan lost 
0,The weekend is ending so FAST . Grrreat now I have to do homework tomorrow 
0,@YankeeJosh I got coerced into singing last weekend at a party but I'm only up to about 2 1/2 octaves. My poor upper range.  (and thanks!)
0,i guess i should go to bed now  {aka just sit there and watch tv} ....wont help on the waking up early part... oh well. BUHBYES NOW! haha.
0,"@FADjewellery I think everyone is on the same wavelength with this one!  Sadly, I don't think it'll ever go away.  "
0,Almost a week buffered on the comic. Caught up to my previous buffer bcause I don't draw hands well &amp; every comic so far has hands in it 
0,@crimetime31 your right nothing at all 
0,I just watched click and cried  ugh. Im so mad at that Fuhface.  ugh
0,I broke my acrylic nails 
0,Aw  You could be a second wheel to me...if that makes sense?
0,I keep on thinking i'm seeing alfred alfred kids at this show. I'm feeling a little 'fred sick. 
0,@NKOTBahamas2009 So yeah I get it def 
0,So pissed and sad the Cavs lost &amp; I didn't even get to watch the game. 
0,is so sad  :'-( http://plurk.com/p/xbfea
0,In B-town. Flight delayed 4 4hrs  Did dry run of my pitch to the Westcon Group tomorrow. They have a confidence monitor. Whew! #TheVibe
0,@KATaylor007 Wut up Hooker? Hey Girl! I have missed all of you               too!   How's Mom doing?
0,@relientK yea they didnt do 2 well im sorry 
0,"just got twitter, hate exams, not looking forward to them! "
0,"@KW2P Until that changes, I guess we have to put up with Twitter's technical problems "
0,"needs to update her blog today, at least 1 entry before it get really &quot;abandon&quot;...  http://plurk.com/p/xbfou"
0,Classes are starting again in a week 
0,High School Musical finished 
0,Wow! My shoulders are tight! My neck feels so stiff n painful! What is this!?! 
0,@x_Kateeeee was feeling sick yesterday and couldnt fall asleep  i watched so many movies
0,"Cancer sucks, and the worst part is seeing what the chemo side effects are on my little girl "
0,Chilling at the AKL airport BK. couldn't resist the lure.   http://twitpic.com/6bdi9
0,Ugh  exhuasted but so much work to do...work tomoro 7-4. Sigh
0,"@CMitchell317 honey, I'm so sorry "
0,waiting for a phone call 
0,@Sakai123 Have you already forgotten all the good times we had snorting lines off hookers' naked bodies? 
0,I hate whatever bearnos did to my belly 
0,Gotup late today.....very late  back hurts...need to work today...time management is the key
0,"I got my Twitter pg 2 load, but not long enuff 2 tweet.  Glad I have my FriendFeed &amp; my TwitterBerry! G'Nite... http://ff.im/-3qcWk"
0,http://twitpic.com/6bdl6 - At hm bored on a sat... Pooooooo 
0,I cant sleep 
0,@gotarealjob mine too! 
0,@LowKeyUHTN i dont know 
0,"Sad that it's Jay Leno's last week at the Tonight Show. Jay Leno, Connan O'Brian is not "
0,"@Hollix lmao, problem is, no one would come to the concert with me and you have to be bleeding 16 to stand in the pit "
0,@jbrigante lol that's sucks   we r heading to the city now to c wats going down
0,I might b staying the nite 
0,"At a friends, we have no power "
0,"no kayaking this weekend-people i was going with canceled the trip tomarrow-even though the rivers up. this sux,i want to 4:20 now. "
0,"huff  no longer studying kn and biology ! i really really tired , i need to relax at a moment !!!"
0,At Black Bear in White Plains for Heatherbee's birthday...came in madd late. Got a migraine and a knot in my neck. No drinks for mees 
0,Friend showed me an awesome game! Too bad I can't save    http://www.minecraft.net
0,@eosbo @rjrobison @ucbStirling ahhh! everyone's raging w/o me! I'm going to go commiserate with a random italian film 
0,"Omg. Never go to an award show if you aren't a guest, they make you stand for sooo long  BUT I did see a ton of celebs!"
0,"Played golf today, and I sucked. Driver is like a cannon, but everything else sucks. Drive for show, putt for dough, I got no monies "
0,"Back home, Kitteh is staying at the vet, should be okay, 2 broken legs/hip, stupid neighbor was speeding and ran over her  DIDNT EVEN STOP"
0,so i've had a chipped tooth for about a week now. and i'm not getting it fixed till june 8th...it's really bothersome too 
0,@lehmo23 Tell me bout it.. 
0,upset because cavaliers didnt make it to the Finals 
0,Pancakes and Law and Order. Not tired yet. 
0,@joshylofty what time is ur show on i work til 530 monday 
0,@SiciliaCurves ionno  what are you up to?
0,cut my cheek with my drink cup 
0,@ddlovato: wow i wish i could actually go to one f ur concerts except idk how to find ur showtimes.  
0,@socialscope I've been waiting on my invite for quite sometime now 
0,@whiteblouse I just got both &amp; I've already chipped a nail. It made me so mad.  http://myloc.me/2a2Q
0,@ddlovato I heard is was a great film but I did a deep study on the making of the movie that I may just see it in a  technical way... 
0,listening to the crows playing against hawthorne and they seem to me choking in the 3rd quarter as usual 
0,@ddlovato i watched bride wars just because i really like anne hathaway 
0,@JustinShameless Me too 
0,@NurseFAB I'm only 5'10&quot;  Sorry!!! I missed the height requirement
0,"2 frindge eps, 2 glasses of wine... 1 eps to go, no wine left "
0,Came back from church.... now i have a afternoon hockey game! Hope we win!! lost 3 games in a row. Not Happy 
0,@GentlemanGhost1 I doubt I'll ever climb again after my back surgery  let me know of u need any gear!
0,Is playing mersanaries with @loserninja. And dying alot 
0,@girlardee I remember trying Burger King's angry Whopper.  Supposed to be really hot.  Never had such a non-spicy food in my life. 
0,@EmmyATL  rub it in that you met him. did you know he's not even coming here w/ warped? i'm so upset.
0,For all you that I txt... I just want to inform u that ulu got my phone taken away... So... I will let u know when I get it back 
0,So close 2 getting my tatt 2day but we got 2 the tatt shop a wee bit 2 late!  looks like next weekend!
0,doesn't want to be sick anymore 
0,@personified weekend has been pretty busy.. worked ALL day yesterday and today interviewed people all day for my company.. tired now 
0,@PerryPiekarski I will greatly miss our conversations. 
0,Cake pops finally done. Sick husband asleep in the middle of the bed. A night on the couch for me. 
0,@pinklov3eselle but the head is in the wrong place...like it's hard to explain but it's just positioned wrong 
0,@ddlovato i cry every time i watch that movie! 
0,Blegh! Early mornings  lol x
0,(((trying to scratch throat))) that is 
0,"Loved Chillin w/ Carrie and Nate...  off to Night Night Fluffy, 8-5 at the beanery tomorrow.  Here endeth my vacation... "
0,http://bit.ly/CooZc  I'm a straight male and I enjoy Euro Pop...there...I said it. So ashamed 
0,"@acalderwood um no, winterpeg treated me well for 18 years, ps: i'll be in toronto soon, then we'll seriously be 48 hours away "
0,@MargieThiel We will be enslaved to US govt thru taxes while govt-induced dependence grows. ALL US incl. govt enslaved to China via debt. 
0,@Ericaegenes yes! hahahahah YAYA! omg i was really disappointed today because I realized i didn't put it in my video 
0,"How come a guy that is so fuckin' hot can be so fuckin' borin', huh? WHY, GOD!? WHYYYYYYYYY!?  xD"
0,I can't wait for Princess Protection Program 
0,"wish to get married soon,to avoid this kinda situation..but then again,it wont b a good reason to start my own family  argghh"
0,Getting another cold sore...just got over one...sheesh! Story of my life 
0,"Kb babys,  I know     the weathers great.  Going to petes tonight prob.   Jenny!! Ahhhhhhhhhhhhh!"
0,Missed sneaker pimps. 
0," lonely, drinking crane lake"
0,@miawoods2005 I miss them 2! 
0,@ishanney  try later?  that's great!
0,Many people don't realise that mentors have bad days too 
0, T.T I HATE STRIVE4SUCCESS !!!
0,where when we packed like sardine's!!! any way yea day 26 was fucking banging and i love them all but brian aint come to my side too much 
0,nothing to do tonight 
0,@ddlovato Do you read our responses to your tweets? Or is it a waste of time? 
0,My first time out in NYC in a minute buttttt the MR said my dress wasn't cute 
0,@barelyyjoyous at least you can ask for time off. My job isn't so flexible 
0,"dont upgrade to Chrome 2 if you require NTLM authentication,., Its not supported yet    :'(   http://tinyurl.com/nwop39"
0,@FrickFrackGirl lucky! I miss thunderstorms! we hardley get them anymore 
0,@YogaChicky He wanted to see a movie. He just refused to get out of the car cos were two big groups of girls his age there. 
0,@RSQViper Archives may not have been running on Friday at the time of your broadcast. Sorry about that 
0,wireless is down  my router is a saviour
0,i miss zee 
0,@14eleven Come to Austin and share our rum 
0,i hardly have time for twitter anymore 
0,"OMG, I think I just died. http://bit.ly/L3itC   I want a hedgehog "
0,Apparently there have been lots of break in's around my town. Help me people. Leave me some love because I am legit scared! 
0,OMG this movie is gonna make me cry 
0,"@BronwenZ I wish, but I doubt I can make it  would live to come to your presso."
0,"@jusNate Me too! Although I can't dye my hair, it's too easily damaged. "
0,is off to grab a flight from Stansted to Glasgow - and still hasn't found her camera  BAD TIMES
0,@mot_mot lol no prob in that...so do i. especially now that my team lost 
0,@Christyxcore Nice. I use to have a pair of etymotics. Can't wear in ear buds since my accident. They erritate and hurt my left ear 
0,@mRaLiStEr nope none at all i didnt feel like going to the parties tonight   and i have nobody to talk to right now 
0,what looked like a promising inning turned out to a bust  what a shame #ut #cws
0,@spinurwheels we missed you last night 
0,@thecobrasnake will be missing that  NICE SEEING YOU LAST NIGHT!
0,Aaaaaaaand my 360 just got the Red Ring of Death.  Gah.
0,Beach still freaking cold 
0,"Wow, this is what i call a party . Haha too bad im not drinking "
0,"i really suck at mario kart. word of advice: do NOT use baby peach in the stroller, the handling sucks! "
0,@kayiamberly Can you not be Ninang to all the children in the world though? I have to start saving for East after the Vegas Xtravaganza 
0,@DavidRozansky We had a VERY active BBS community here $ yrs. 100s of 'em. Even 1st national relay FIDO-Nets.  AOL killed BBSing.    LOSS!
0,Just got in from an exhausting day! I still want to party though! Fucked up people killed my day 
0,my ankle hurts 
0,gosh so boring watching wedding crashers look like it is going to rain 
0,"@laerwen Fail.  Then again, the first season is short and the second it's worth the d/l..."
0,Yesterday was my first day back to school in like a week or two!  I have a lot of work to catch up on    Haha.  Oh wellll.
0,@naturallyalise  No swag backdrop...I went with the diamond and dollar signs though...
0,@Itsnine1six I ended up not being able to go to sac today  . I didn't feel well. What are u doing
0,Not wanting to go to work 
0,"Pushing Daisies is good tonight so far. I wish more people watched it.  Too late now, I guess. -_-"
0,frustrated. i need to write. wheres my writing pen! 
0,=[  )-: ]= ):  =( )= I am all kinds of sad.
0,Sf has failed us. No up  wahhhhjhjjjhhhhhh
0,from 22 to 19 so sad  ppl folow me 
0,"@DavidArchie I so wanted to see Aerosmith and ZZ Top tour, but missed it   Hope to catch Heart again sometime too. Great bands!"
0,still hungover from yesterday 
0,I have been in so much pain w my stomach for the past 1/2 hour or so. Don't wanna have to go to the ER again  just took about 5 Advil
0,in the hotel room uploading pictures...ugh...going home tomorrow 
0,Just said goodbye to my love for two long weeks 
0,now I want to watch Orlando  best movie.
0,Meeting Shawn Johnson: mission FAIL 
0,@Coughe ouch 
0,Is getting sleepy  which is not good at all  i have a long ass time before i can go to sleep ily &lt;('-')&gt;
0,http://twitpic.com/6belo - Stuck in Traffic 
0,OK my Twitter account got reinstated. I really hate being a spam/worm victim like this...should I be changing all my passwords now? 
0,@DreadfulDesigns My sister thought he was a one-legged frog 
0,My dog just drank the last of my glass of wine. 
0,I woke up today without rain. 
0,"Had no idea the 97 bus stopped running at 10:30, and got stuck at howard station in chicago "
0,"aww, boohoo! LeBron couldnt even shake Orlando's handdd..he was to busy crying  hahah"
0,@missfeer its okay. ill see ju monday when i get back my F test 
0,God fucking dammit my shoulder hurts. 
0,"Really disappointed by the CAVS.  But, there is always next year, right?  Indians didn't do so good today either "
0,Just said goodbye to my Mom-she's moving about 5000 miles away 
0,@ktjbpa2006 I know  I thought id be able to get meet &amp; greets cause I'm paying the $29.99 for her fc but I guess not! It makes me angryyy
0,@VictorStivalet wll...let me think about it..... no...plants vs zombies best!...call of duty!! 
0,No 3g service over here. 
0,Meant songbook... 
0,When my ATM got stolen that is where they used it.  http://twitpic.com/6beob
0,I want to eat cookies but I already brushed my teeth.  
